id,name,matchedName,resultType,confidence,similarity,lat,lng,address,status
r551,Caribbean Cabana,Taco Cabana,amenity,0,0.5,32.9576297,-96.8190184,"Taco Cabana, 15239 Montfort Drive, Dallas, TX 75248, United States of America",review
r553,Pakistan's Taste,Taste Project,amenity,0,0.5,32.738101,-97.11488,"Taste Project, 200 North Cooper Street, Arlington, TX 76011, United States of America",review
r556,Shatila Lebanese Grill & Hookah Lounge,Casanova Hookah Lounge,amenity,0,0.667,32.976674,-96.7221508,"Casanova Hookah Lounge, 2050 North Collins Boulevard, Richardson, TX 75080, United States of America",review
r559,Shawarma Basha,Shawarma Press,amenity,0,0.5,32.7872417,-96.798571,"Shawarma Press, Ross Avenue, Dallas, TX 75201, United States of America",review
r560,Babel Mediterranean Grill,Andalous Mediterranean Grill,amenity,0,0.667,32.8971396,-96.9581064,"Andalous Mediterranean Grill, 6450 North MacArthur Boulevard, Irving, TX 75039, United States of America",review
r562,Foodies Den,Lions Den,amenity,0,0.5,32.7976005,-96.8074366,"Lions Den, 2927 Maple Avenue, Dallas, TX 75201, United States of America",review
r564,Layalina Mediterranean Restaurant and Lounge,Twilite Lounge,amenity,0,0.5,32.7842328,-96.7849352,"Twilite Lounge, 2640 Elm Street, Dallas, TX 75226, United States of America",review
r565,Hungry Platters & Gyro,Gyro Rice & Spice,amenity,0,0.333,32.9093394,-96.7737552,"Gyro Rice & Spice, 7722 Forest Lane, Dallas, TX 75251, United States of America",review
r566,Ali's KEBAB HOUSE,House of Biryani & Kebab,amenity,0,0.5,33.1536078,-96.803859,"House of Biryani & Kebab, 9101 Preston Road, Frisco, TX 75035, United States of America",review
r568,Casablanca Greek Mediterranean Cuisine,Casablanca Court,street,0,0.5,32.960503,-96.785688,"Casablanca Court, Dallas, TX 75248, United States of America",review
r571,Cafe 4,Cafe Salsera,amenity,0,0.5,32.7839633,-96.7860746,"Cafe Salsera, 2610 Elm Street, Dallas, TX 75226, United States of America",review
r576,Chameli Restaurant,Avila's Restaurant,amenity,0,0.5,32.8142333,-96.8254891,"Avila's Restaurant, 4714 Maple Avenue, Dallas, TX 75219, United States of America",review
r578,BK Khan BBQ,Kick Back BBQ,amenity,0,0.333,33.0899815,-96.8209293,"Kick Back BBQ, State Highway 121, Plano, TX 75024, United States of America",review
r579,West African Way,West Way,street,0,1,33.216759,-96.623975,"West Way, Mckinney, TX 75069, United States of America",review
r581,Tandoori Flame,Skillet Flame,amenity,0,0.5,33.1204228,-96.7502272,"Skillet Flame, 14550 State Highway 121, Frisco, TX 75025, United States of America",review
r582,Turkish Cafe & Lounge,Twilite Lounge,amenity,0,0.5,32.7842328,-96.7849352,"Twilite Lounge, 2640 Elm Street, Dallas, TX 75226, United States of America",review
r586,Charminar Cafe,Cafe Salsera,amenity,0,0.5,32.7839633,-96.7860746,"Cafe Salsera, 2610 Elm Street, Dallas, TX 75226, United States of America",review
r588,Ahaa Kitchen,Astra Kitchen + Lounge,amenity,0,0.5,32.7896348,-96.7969184,"Astra Kitchen + Lounge, 1717 Leonard Street, Dallas, TX 75201, United States of America",review
r17,Sher e Punjab Restaurant,,,,,,,,unresolved
r35,Ayat Dallas,,,,,,,,unresolved
r36,Hamburgotti's,,,,,,,,unresolved
r44,Koshary Time,,,,,,,,unresolved
r45,Babahan Uyghur Cafe,,,,,,,,unresolved
r50,Chama Gaúcha Brazilian Steakhouse - Dallas-Fort Worth,,,,,,,,unresolved
r60,Yummy Thai Coppell Best Authentic Thai Food Restaurant TX,,,,,,,,unresolved
r69,Chicago Deep Dish Pizza Las Colinas,,,,,,,,unresolved
r73,Smokey D's DFW - Halal Texas BBQ,,,,,,,,unresolved
r79,Kuppanna,,,,,,,,unresolved
r80,Kababistan,,,,,,,,unresolved
r86,Qamaria Yemeni Coffee Truck,,,,,,,,unresolved
r87,Qamaria Yemeni Coffee Co.,,,,,,,,unresolved
r93,MOTW Coffee and Pastries,,,,,,,,unresolved
r102,Zaky Zayn Restaurant,,,,,,,,unresolved
r113,The Mayor's House By Selda,,,,,,,,unresolved
r125,Urban Bird Hot Chicken,,,,,,,,unresolved
r126,Wrap Bites & Juice Bar,,,,,,,,unresolved
r129,Open Sesame Lebanese Grill,,,,,,,,unresolved
r130,Yemandi Yemeni Cuisine,,,,,,,,unresolved
r134,Al-Mueed BBQ,,,,,,,,unresolved
r146,Mana'Eesh,,,,,,,,unresolved
r149,Fatayer,,,,,,,,unresolved
r160,Krispy Krusty Pizza zabiha,,,,,,,,unresolved
r163,"CHI TEA - Hot Chicken, Burgers, & Wings",,,,,,,,unresolved
r176,AFghan Halal Meat & Kabab house,,,,,,,,unresolved
r188,House of Kabob and Gyro,,,,,,,,unresolved
r193,Eat St Kabab Factory,,,,,,,,unresolved
r201,Cavalli,,,,,,,,unresolved
r203,The Liam's Steakhouse,,,,,,,,unresolved
r207,Biryaniify Irving,,,,,,,,unresolved
r208,Biryanify Plano,,,,,,,,unresolved
r209,Surfin' Chicken (Inside Wal-Mart),,,,,,,,unresolved
r219,Cairo Mex food,,,,,,,,unresolved
r220,Karak Tea Bakery & Cafe™️,,,,,,,,unresolved
r234,Rumali,,,,,,,,unresolved
r235,12 Cuts Brazilian Steakhouse,,,,,,,,unresolved
r236,Lexy's,,,,,,,,unresolved
r239,Peace Middle East cafe,,,,,,,,unresolved
r241,Old Damascus Mediterranean Restaurant,,,,,,,,unresolved
r242,Lyari Cafe Finest Pakistani/Indian Halal Cuisine,,,,,,,,unresolved
r252,Galilee Falafel & Shawarma,,,,,,,,unresolved
r254,Blue Fig International Market,,,,,,,,unresolved
r257,Po-Boys & More,,,,,,,,unresolved
r284,Antepian Turkish Cuisine,,,,,,,,unresolved
r289,I Love U A-Latte,,,,,,,,unresolved
r296,Alzarrad Syrian Eatery,,,,,,,,unresolved
r308,Baboush,,,,,,,,unresolved
r314,Lal Qila Restaurant (ZABIHA HALAL),,,,,,,,unresolved
r325,Wings Kebab Afghani Cuisine,,,,,,,,unresolved
r327,Charminar Kabab House,,,,,,,,unresolved
r329,Sheesh Kitchen Shawarma & Gyro - McKinney,,,,,,,,unresolved
r332,Yaba Java Cafe,,,,,,,,unresolved
r333,Home Kabob & Bakery,,,,,,,,unresolved
r335,Yearby's Barbecue & Waterice,,,,,,,,unresolved
r336,Taqueria Tepito #5,,,,,,,,unresolved
r343,S&J’s Hot Chick,,,,,,,,unresolved
r345,Haji Ali Juice,,,,,,,,unresolved
r352,CHICK N CHIPS,,,,,,,,unresolved
r360,Shish Kabob Cafe,,,,,,,,unresolved
r375,786 Food Factory,,,,,,,,unresolved
r379,Green Valley Meat Market & Grill,,,,,,,,unresolved
r383,YUMMIES,,,,,,,,unresolved
r396,Desi Bazaar - Halal Meat Market & Grocery,,,,,,,,unresolved
r405,Halal Eats Meal Prep Delivery,,,,,,,,unresolved
r407,JC's Philly Cheesesteak / Grindhead Coffee,,,,,,,,unresolved
r417,BBQ Tonite Indo Pak Kitchen and Caterers,,,,,,,,unresolved
r422,Minerva Indo-Pak Bistro,,,,,,,,unresolved
r429,Avalon Lounge | Mediterranean Restaurant,,,,,,,,unresolved
r442,Zeytin,,,,,,,,unresolved
r444,Subz N Stuff Gourmet Deli 2,,,,,,,,unresolved
r452,Chef Chen Chinese Restaurant- Frisco,,,,,,,,unresolved
r459,karada DFW Restaurant,,,,,,,,unresolved
r462,Tikka N Kabab,,,,,,,,unresolved
r473,Inchin's Bamboo Garden,,,,,,,,unresolved
r479,Baba Ali's Kitchen,,,,,,,,unresolved
r484,Kung Pow Asian Diner,,,,,,,,unresolved
r488,Grand Cafe,,,,,,,,unresolved
r528,Poblanos Piri Piri & Saber’s Kitchen,,,,,,,,unresolved
r537,Nanglo Indian And Nepalese Restaurant,,,,,,,,unresolved
r541,NA,,,,,,,,unresolved
r544,Nusr-Et,,,,,,,,unresolved
r546,HOTBIRD CHICKEN,,,,,,,,unresolved
r552,Mocito's,,,,,,,,unresolved
r561,Grub N Go Snow Cone and C Store,,,,,,,,unresolved
r567,Tandoor Wok - Asian Fusion Restaurant-Zabiha Halal Certified,,,,,,,,unresolved
r570,Saffron Sky Mediterranean Bakery Cafe,,,,,,,,unresolved
r580,Subz N Stuff Gourmet Deli,,,,,,,,unresolved
r584,Abu Omar Halal,,,,,,,,unresolved
r1,Wulf Burger,Wulf Burger,amenity,1,1,32.8371342,-96.7763565,"Wulf Burger, 5331 East Mockingbird Lane, Dallas, TX 75206, United States of America",auto
r5,Arash Persian Grill,Arash Persian Grill,amenity,1,1,33.0028979,-96.7230419,"Arash Persian Grill, 401 President George Bush Highway, Richardson, TX 75080, United States of America",auto
r7,Noodle One (HALAL Restaurant),Noodle One,amenity,1,1,33.1067026,-96.8071954,"Noodle One, 3311 Preston Road, Frisco, TX 75034, United States of America",auto
r9,Pizza Twist,Pizza Twist,amenity,1,1,32.8963528,-96.961003,"Pizza Twist, West Royal Lane, Irving, TX 75063, United States of America",auto
r21,Halal Munchies,Halal Munchies,amenity,1,1,32.976044,-96.6989234,"Halal Munchies, 2000 North Plano Road, Richardson, TX 75082, United States of America",auto
r24,Pho 544,Pho 544,amenity,1,1,33.0119629,-96.6094243,"Pho 544, East FM 544, Murphy, TX 75094, United States of America",auto
r26,Selda Bakery,Selda Bakery,amenity,1,1,32.9507192,-96.7675193,"Selda Bakery, 101 South Coit Road, Richardson, TX 75080, United States of America",auto
r28,CHOWK,Chadni Chowk Grill,amenity,1,1,32.8512432,-97.067777,"Chadni Chowk Grill, 918 East Harwood Road, Euless, TX 76039, United States of America",auto
r31,Mike's Chicken,Mike's Chicken,amenity,1,1,32.8083778,-96.8187236,"Mike's Chicken, 4234 Maple Avenue, Dallas, TX 75219, United States of America",auto
r33,Dave's Hot Chicken,Dave's Hot Chicken,amenity,1,1,32.9483436,-96.8030614,"Dave's Hot Chicken, 14750 Preston Road, Dallas, TX 75254, United States of America",auto
r47,Tantra - Modern Indian Bistro,Tantra - Modern Indian Bistro,amenity,1,1,33.1960066,-96.7050318,"Tantra - Modern Indian Bistro, 6675 Mediterranean Drive, McKinney, TX 75072, United States of America",auto
r52,Istanbul Cuisine Flower Mound,Istanbul Cuisine,amenity,1,1,33.0362867,-97.0744,"Istanbul Cuisine, 2911 Cross Timbers Road, Flower Mound, TX 75022, United States of America",auto
r55,The Lahore Bistro,The Lahore Bistro,amenity,1,1,33.0443968,-97.0320319,"The Lahore Bistro, 1565 West Main Street, Lewisville, TX 75028, United States of America",auto
r68,Ariana Cuisine,Ariana Cuisine,amenity,1,1,32.8312535,-96.7703182,"Ariana Cuisine, Greenville Avenue, Dallas, TX 75206, United States of America",auto
r72,No.1 Plus Chicken - Dallas,No. 1 Plus Chicken,amenity,1,1,32.8949938,-96.9028652,"No. 1 Plus Chicken, 2240 Royal Lane, Dallas, TX 75234, United States of America",auto
r81,Escape 360 Cafe McKinney TX,Escape 360 Cafe,amenity,1,1,33.1349958,-96.7094098,"Escape 360 Cafe, 7540 State Highway 121, McKinney, TX 75013, United States of America",auto
r82,STOP-N-GO GYROS,Stop-N-Go Gyros,amenity,1,1,32.9184223,-96.9265019,"Stop-N-Go Gyros, 2460 Lacy Lane, Carrollton, TX 75006, United States of America",auto
r88,Arwa Yemeni Coffee,Arwa Yemeni Coffee,amenity,1,1,32.9121101,-96.9619859,"Arwa Yemeni Coffee, Macarthur Park, Irving, TX 75063, United States of America",auto
r91,Original Mocha Coffee House,Original Mocha Coffee House,amenity,1,1,33.0109041,-96.6063181,"Original Mocha Coffee House, East FM 544, Murphy, TX 75094, United States of America",auto
r92,NUR CAFE,Nur Cafe,amenity,1,1,32.5903382,-96.8683487,"Nur Cafe, West Belt Line Road, DeSoto, TX 75115, United States of America",auto
r94,Momo's Coffeehouse,momo's coffeehouse,amenity,1,1,33.1313136,-96.8267419,"momo's coffeehouse, 6828 Stonebrook Parkway, Frisco, TX 75034, United States of America",auto
r96,DAR Coffee,Dar Coffee,amenity,1,1,33.032778,-96.6472822,"Dar Coffee, Los Rios Boulevard, Plano, TX 75094, United States of America",auto
r105,Tutto Italian Kitchen,Tutto Italian Kitchen,amenity,1,1,33.1689293,-96.6709602,"Tutto Italian Kitchen, 4150 Eldorado Parkway, McKinney, TX 75070, United States of America",auto
r115,"Selda Mediterranean Kitchen - Frisco, TX",Selda Mediterranean Kitchen,amenity,1,1,33.1542764,-96.8394782,"Selda Mediterranean Kitchen, 9250 Dallas Parkway, Frisco, TX 75033, United States of America",auto
r121,Shawarma way,Shawarma Way,amenity,1,1,32.9428419,-96.9527749,"Shawarma Way, 10045 North MacArthur Boulevard, Irving, TX 75063, United States of America",auto
r124,Talia's Cafe,Talia's Cafe,amenity,1,1,33.1147254,-96.6960633,"Talia's Cafe, 1255 West Exchange Parkway, Allen, TX 75013, United States of America",auto
r128,Food From Galilee,Food From Galilee,amenity,1,1,32.8479694,-96.7876197,"Food From Galilee, 6710 Snider Plaza, University Park, TX 75205, United States of America",auto
r132,La Souq,La Souq,amenity,1,1,32.9501295,-96.7331594,"La Souq, 150 West Main Street, Richardson, TX 75081, United States of America",auto
r133,Shan Grills,Shan Grills,amenity,1,1,33.0107738,-96.5877954,"Shan Grills, FM 544, Wylie, TX 75086, United States of America",auto
r141,Stop-N-Go Gyros,Stop-N-Go Gyros,amenity,1,1,32.9184223,-96.9265019,"Stop-N-Go Gyros, 2460 Lacy Lane, Carrollton, TX 75006, United States of America",auto
r147,Zio Al's Pizza & Pasta (UTA),Zio Al’s Pizza & Pasta,amenity,1,1,32.949964,-96.7328811,"Zio Al’s Pizza & Pasta, 150 West Main Street, Richardson, TX 75081, United States of America",auto
r148,Ramallah Bakery مخبز رام الله,Ramallah Bakery,amenity,1,1,32.9439213,-96.7370198,"Ramallah Bakery, 705 Sherman Street, Richardson, TX 75081, United States of America",auto
r150,Zio Al's Pizza & Pasta - Richardson,Zio Al’s Pizza & Pasta,amenity,1,1,32.949964,-96.7328811,"Zio Al’s Pizza & Pasta, 150 West Main Street, Richardson, TX 75081, United States of America",auto
r155,"Moudi’s (Bagels, Deli, and Mediterranean)",Moudi’s,amenity,1,1,32.78221,-96.7967831,"Moudi’s, 1700 Pacific Avenue, Dallas, TX 75201, United States of America",auto
r156,Zio Al's Pizza & Pasta - Cedar Springs,Zio Al’s Pizza & Pasta,amenity,1,1,32.949964,-96.7328811,"Zio Al’s Pizza & Pasta, 150 West Main Street, Richardson, TX 75081, United States of America",auto
r158,O'Desi aroma,O'Desi Aroma,amenity,1,1,32.7794347,-96.8002984,"O'Desi Aroma, 211 South Akard Street, Dallas, TX 75242, United States of America",auto
r165,Dumont Creamery & Cafe,Dumont Creamery and Cafe,amenity,1,1,33.0920647,-96.8049685,"Dumont Creamery and Cafe, 8400 Preston Road, Plano, TX 75024, United States of America",auto
r169,Talkin' Tacos Dallas,Talkin' Tacos Dallas,amenity,1,1,33.0907108,-96.8132493,"Talkin' Tacos Dallas, 8442 Parkwood Boulevard, Plano, TX 75024, United States of America",auto
r183,Mogio's Gourmet Pizza,Mogio's Gourmet Pizza,amenity,1,1,33.0102027,-96.6162103,"Mogio's Gourmet Pizza, 158 West FM 544, Murphy, TX 75094, United States of America",auto
r184,Mogio’s Gourmet Pizza,Mogio's Gourmet Pizza,amenity,1,1,33.0102027,-96.6162103,"Mogio's Gourmet Pizza, 158 West FM 544, Murphy, TX 75094, United States of America",auto
r187,Shawarma Press - Dallas Arts District,Shawarma Press,amenity,1,1,32.7872417,-96.798571,"Shawarma Press, Ross Avenue, Dallas, TX 75201, United States of America",auto
r190,Shibam Coffee,Shibam Coffee,amenity,1,1,32.9393405,-96.7343106,"Shibam Coffee, 850 South Greenville Avenue, Richardson, TX 75081, United States of America",auto
r196,Layne's Chicken Fingers- Allen,Layne's Chicken Fingers,amenity,1,1,33.1012826,-96.6795738,"Layne's Chicken Fingers, 102 Central Expressway South, Allen, TX 75013, United States of America",auto
r198,Layne’s Chicken Fingers,Layne's Chicken Fingers,amenity,1,1,33.0645572,-96.8888944,"Layne's Chicken Fingers, 4650 State Highway 121, The Colony, TX 75056, United States of America",auto
r205,Tarboosh Gyro Grill,Tarboosh Gyro & Grill,amenity,1,1,32.9751681,-96.6982889,"Tarboosh Gyro & Grill, East Campbell Road, Richardson, TX 75081, United States of America",auto
r206,Sindbad Burger - Frisco,Sindbad Burger,amenity,1,1,33.1062073,-96.8084296,"Sindbad Burger, 3231 Preston Road, Frisco, TX 75034, United States of America",auto
r211,Del's Charcoal Burgers,Del's Charcoal Burgers,amenity,1,1,32.948186,-96.7313936,"Del's Charcoal Burgers, 110 South McKinney Street, Richardson, TX 75081, United States of America",auto
r215,PappaRoti,PappaRoti,amenity,1,1,33.1118116,-96.8042422,"PappaRoti, 9188 Prestmont Place, Frisco, TX 75024, United States of America",auto
r226,German Doner Kebab,German Doner Kebab,amenity,1,1,33.2177077,-96.7711709,"German Doner Kebab, University Drive, Frisco, TX 75069, United States of America",auto
r227,Adamos Pizzas,Adamos Pizzas,amenity,1,1,33.0023862,-96.795134,"Adamos Pizzas, 18484 Preston Road, Dallas, TX 75252, United States of America",auto
r230,Darna Mediterranean Eatery,Darna Mediterranean Eatery + Bar,amenity,1,1,33.0819145,-96.8258869,"Darna Mediterranean Eatery + Bar, Windrose Avenue, Plano, TX 79093, United States of America",auto
r231,Sultan,Sultan,amenity,1,1,33.1611724,-96.6801218,"Sultan, 3935 Lake Forest Drive, McKinney, TX 75070, United States of America",auto
r238,Rokhat Grill,Rokhat Grill,amenity,1,1,33.0298251,-96.7096809,"Rokhat Grill, 2205 Central Expressway, Plano, TX 75075, United States of America",auto
r240,Hyderabad House,Hyderabad House,amenity,1,1,33.220826,-96.8796528,"Hyderabad House, 4740 West University Drive, Frisco, TX 75068, United States of America",auto
r243,Turan Uyghur Kitchen,Turan Uyghur Kitchen,amenity,1,1,33.0292372,-96.771736,"Turan Uyghur Kitchen, 2001 Coit Road, Plano, TX 75075, United States of America",auto
r258,Istanbul Cuisine,Istanbul Cuisine,amenity,1,1,33.0362867,-97.0744,"Istanbul Cuisine, 2911 Cross Timbers Road, Flower Mound, TX 75022, United States of America",auto
r259,GREEN ZATAR,GREEN ZATAR,amenity,1,1,33.2293917,-97.1383766,"GREEN ZATAR, 609 Sunset Street, Denton, TX 76201, United States of America",auto
r261,Moe’s Gyro (Gyros and Wings),Moe's Gyro,amenity,1,1,32.8226759,-97.1880101,"Moe's Gyro, 819 West Pipeline Road, Hurst, TX 76053, United States of America",auto
r269,Osuma Suya,Osuma Suya,amenity,1,1,32.8512399,-97.0675142,"Osuma Suya, 918 East Harwood Road, Euless, TX 76039, United States of America",auto
r270,Roma's Italian Restaurant,Roma's Italian Restaurant,amenity,1,1,33.219527,-96.7852586,"Roma's Italian Restaurant, 1361 East University Drive, Prosper, TX 75078, United States of America",auto
r271,"Desi District - Frisco, TX",Desi District,amenity,1,1,33.1753318,-96.7651192,"Desi District, 12990 Eldorado Parkway, Frisco, TX 75035, United States of America",auto
r274,King and Cardinal,King and Cardinal,amenity,1,1,32.9215629,-96.9563612,"King and Cardinal, 8350 North MacArthur Boulevard, Irving, TX 75063, United States of America",auto
r282,Wayback Burgers,Wayback Burgers,amenity,1,1,32.8966855,-96.9393321,"Wayback Burgers, 6421 Riverside Drive, Irving, TX 75039, United States of America",auto
r285,KFC,KFC,amenity,1,1,32.8167117,-96.8118986,"KFC, 4303 Lemmon Avenue, Dallas, TX 75219, United States of America",auto
r287,Dickey's Barbecue Pit,Dickey's Barbecue Pit,amenity,1,1,32.7806121,-96.8017262,"Dickey's Barbecue Pit, 1201 Main Street, Dallas, TX 75202, United States of America",auto
r290,Zato Thai Cuisine and Sushi Bar,Zato Thai Cuisine and Sushi Bar,amenity,1,1,33.0086708,-96.7960372,"Zato Thai Cuisine and Sushi Bar, 19129 Preston Road, Dallas, TX 75252, United States of America",auto
r292,Hot Chicks Nashville Hot Chicken,Hot Chicks Nashville Hot Chicken,amenity,1,1,33.0261959,-96.8307455,"Hot Chicks Nashville Hot Chicken, 1885 Dallas Parkway, Plano, TX 75093, United States of America",auto
r293,Selda Mediterranean,Selda Mediterranean Kitchen & Bar,amenity,1,1,32.9534239,-96.8028968,"Selda Mediterranean Kitchen & Bar, 6006 Belt Line Road, Dallas, TX 75254, United States of America",auto
r294,Cris and John,Cris & John,amenity,1,1,32.9823888,-96.8020623,"Cris & John, 6090 Campbell Road, Dallas, TX 75248, United States of America",auto
r295,Famous Tandoori,Famous Tandoori,amenity,1,1,33.151798,-96.8614442,"Famous Tandoori, Main Street, Frisco, TX 75034, United States of America",auto
r298,Shipley Do-Nuts,Shipley Do-Nuts,amenity,1,1,32.8356757,-96.6718394,"Shipley Do-Nuts, 10332 Ferguson Road, Dallas, TX 75228, United States of America",auto
r299,Gilgamesh Restaurant & Bakery,Gilgamesh Restaurant & Bakery,amenity,1,1,32.9515513,-96.7278551,"Gilgamesh Restaurant & Bakery, 300 #301 Terrace Drive, Richardson, TX 75081, United States of America",auto
r300,The Gyro Shop,The Gyro Shop,amenity,1,1,33.1029221,-96.8096207,"The Gyro Shop, 8549 Gaylord Parkway, Frisco, TX 75034, United States of America",auto
r304,Bob's Steak & Chop House,Bob's Steak & Chop House,amenity,1,1,32.9260903,-97.0776528,"Bob's Steak & Chop House, Hanover Drive, Grapevine, TX 76051, United States of America",auto
r307,Baboushi,Baboushi,amenity,1,1,32.7794173,-96.8001238,"Baboushi, 211 South Akard Street, Dallas, TX 75242, United States of America",auto
r309,Pizza Vibes,Pizza Vibes,amenity,1,1,33.0783277,-96.8660257,"Pizza Vibes, South Colony Boulevard, The Colony, TX 75056, United States of America",auto
r313,Fun Pizza Kitchen,Fun Pizza Kitchen,amenity,1,1,33.1260909,-96.7363394,"Fun Pizza Kitchen, 15900 State Highway 121, Frisco, TX 75025, United States of America",auto
r320,Palio's Pizza Cafe,Palio's Pizza Cafe,amenity,1,1,32.9540614,-96.6119883,"Palio's Pizza Cafe, 245 Town Boulevard Lane, Garland, TX 75040, United States of America",auto
r324,Shelby's Pizza,Shelby's Pizza,amenity,1,1,33.2048535,-96.7671181,"Shelby's Pizza, 210 North Coit Road, McKinney, TX 75071, United States of America",auto
r326,Silver Spoon Restaurant,Silver Spoon Restaurant,amenity,1,1,33.099561,-96.6977668,"Silver Spoon Restaurant, 1223 West McDermott Drive, Allen, TX 75013, United States of America",auto
r330,Dimassi's Mediterranean Buffet,Dimassi's Mediterranean Buffet,amenity,1,1,32.8152028,-96.6294016,"Dimassi's Mediterranean Buffet, 3700 Towne Crossing Boulevard, Mesquite, TX 75150, United States of America",auto
r337,Ricky's Hot Chicken,Ricky's Hot Chicken,amenity,1,1,32.9490655,-96.7383057,"Ricky's Hot Chicken, 100 South Central Expressway, Richardson, TX 75080, United States of America",auto
r338,Big Guys Chicken & Rice,Big Guys Chicken & Rice,amenity,1,1,32.8521283,-97.0666594,"Big Guys Chicken & Rice, 1001 East Harwood Road, Euless, TX 76039, United States of America",auto
r347,Kincaid's Hamburgers,Kincaid's Hamburgers,amenity,1,1,32.6808711,-97.1100173,"Kincaid's Hamburgers, 3900 Arlington Highlands Blvd., Arlington, TX 76018, United States of America",auto
r348,Kincaid’s Hamburgers,Kincaid's Hamburgers,amenity,1,1,32.6808711,-97.1100173,"Kincaid's Hamburgers, 3900 Arlington Highlands Blvd., Arlington, TX 76018, United States of America",auto
r353,Sababa Mediterranean Cuisine,​Sababa Mediterranean Cuisine,amenity,1,1,32.9402941,-96.7363959,"​Sababa Mediterranean Cuisine, 743 Brick Row, Richardson, TX 75081, United States of America",auto
r355,Yummy Thai,Yummy Thai,amenity,1,1,32.9256638,-96.9956012,"Yummy Thai, West Lyndon B Johnson Freeway, Coppell, TX 75063, United States of America",auto
r356,Simply Thai Bistro - Main St,Simply Thai Bistro,amenity,1,1,33.1512463,-96.8257282,"Simply Thai Bistro, 6842 Main Street, Frisco, TX 75034, United States of America",auto
r357,Noodle Wave Dallas,Noodle Wave,amenity,1,1,32.94077,-96.768354,"Noodle Wave, 1490 W Spring Valley Rd W Spring Valley Road, Dallas, TX 75080, United States of America",auto
r358,Thai Jasmine,Thai Jasmine Restaurant,amenity,1,1,32.8515271,-97.1165498,"Thai Jasmine Restaurant, 3104 Harwood Road, Bedford, TX 76021, United States of America",auto
r361,INVASION,A Green Invasion,amenity,1,1,33.157916,-96.6145928,"A Green Invasion, Hoot Owl Trail, McKinney, TX 75609, United States of America",auto
r370,Lezzet Cafe,Lezzet Cafe,amenity,1,1,32.9981182,-96.7850093,"Lezzet Cafe, 6869 Frankford Road, Dallas, TX 75252, United States of America",auto
r371,Desi District,Desi District,amenity,1,1,33.1753318,-96.7651192,"Desi District, 12990 Eldorado Parkway, Frisco, TX 75035, United States of America",auto
r374,Krispy Krunchy Chicken,Krispy Krunchy Chicken,amenity,1,1,33.210733,-97.1470891,"Krispy Krunchy Chicken, 1155 Union Circle, Denton, TX 76203, United States of America",auto
r381,Sahara Mediterranean Restaurant,Sahara Mediterranean Restaurant,amenity,1,1,32.9331415,-96.8138688,"Sahara Mediterranean Restaurant, 112 Alpha Road, Dallas, TX 75240, United States of America",auto
r389,Dog Haus Biergarten,Dog Haus Biergarten,amenity,1,1,32.6795287,-97.1062653,"Dog Haus Biergarten, Partners Way, Arlington, TX 76018, United States of America",auto
r391,ZDAR Food,Zdar Food,amenity,1,1,32.9397076,-96.7345651,"Zdar Food, 214 East Spring Valley Road, Richardson, TX 75081, United States of America",auto
r398,Olive Burger,Olive Burger,amenity,1,1,33.0428953,-96.733849,"Olive Burger, Custer Road, Plano, TX 75023, United States of America",auto
r399,Apna Bazaar Grocery and Grill,Apna Bazaar Grocery and Grill,amenity,1,1,32.9688396,-96.9112417,"Apna Bazaar Grocery and Grill, 2000 Old Denton Road, Carrollton, TX 75006, United States of America",auto
r401,Board Bites,Board Bites,amenity,1,1,33.0575562,-96.6891251,"Board Bites, East Spring Creek Parkway, Plano, TX 75074, United States of America",auto
r402,The Halal Shack,The Halal Shack,amenity,1,1,32.9867329,-96.7488345,"The Halal Shack, Margaret McDermott Mall, Richardson, TX 75080, United States of America",auto
r403,Knife Steakhouse,Knife Steakhouse,amenity,1,1,33.0313709,-96.8311929,"Knife Steakhouse, 6121 West Park Boulevard, Plano, TX 75093, United States of America",auto
r404,Ruth's Chris Steak House,Ruth's Chris Steak House,amenity,1,1,32.7524772,-97.3295781,"Ruth's Chris Steak House, 815 Main Street, Fort Worth, TX 76102, United States of America",auto
r410,Nest Burger,Nest Burger,amenity,1,1,33.0058213,-96.6816844,"Nest Burger, Research Drive, Plano, TX 75074, United States of America",auto
r412,Tokyo Harbor,Tokyo Harbor,amenity,1,1,32.744547,-96.4506754,"Tokyo Harbor, 724 East US Highway 80, Forney, TX 75126, United States of America",auto
r421,The Port of Peri Peri,The Port of Peri Peri,amenity,1,1,32.919969,-96.9713485,"The Port of Peri Peri, 1800 Market Place Boulevard, Irving, TX 75063, United States of America",auto
r435,The Halal Guys,The Halal Guys,amenity,1,1,32.8124601,-96.7704825,"The Halal Guys, 1811 Greenville Avenue, Dallas, TX 75206, United States of America",auto
r438,Shawarma Press,Shawarma Press,amenity,1,1,32.7872417,-96.798571,"Shawarma Press, Ross Avenue, Dallas, TX 75201, United States of America",auto
r441,Hyderabadi Biryani & BBQ,Hyderabadi Biryani & BBQ,amenity,1,1,32.870641,-96.7660815,"Hyderabadi Biryani & BBQ, Greenville Avenue, Dallas, TX 75231, United States of America",auto
r448,O' Desi aroma,O'Desi Aroma,amenity,1,1,32.7794347,-96.8002984,"O'Desi Aroma, 211 South Akard Street, Dallas, TX 75242, United States of America",auto
