id,name,matchedName,resultType,confidence,similarity,lat,lng,address,status
r166,Tassili Mediterranean Buffet & Grill,Shivas Bar & Grill,amenity,0,0.333,32.7828288,-96.804366,"Shivas Bar & Grill, 1001 Ross Avenue, Dallas, TX 75202, United States of America",review
r167,Chadra Mezza & Grill,Shivas Bar & Grill,amenity,0,0.333,32.7828288,-96.804366,"Shivas Bar & Grill, 1001 Ross Avenue, Dallas, TX 75202, United States of America",review
r171,Shami’s Restaurant & Grill,Pressbox Grill,amenity,0,0.5,32.7816508,-96.7974139,"Pressbox Grill, 1623 Main Street, Dallas, TX 75201, United States of America",review
r172,Kebab Uncle,Uncle Julio's,amenity,0,0.5,32.8152963,-96.8101791,"Uncle Julio's, 4125 Lemmon Avenue, Dallas, TX 75219, United States of America",review
r173,Everything Halal,Everything Ellum,amenity,0,0.5,32.7840953,-96.7838293,"Everything Ellum, 2715 Main Street, Dallas, TX 75226, United States of America",review
r174,Watani Grill,Pressbox Grill,amenity,0,0.5,32.7816508,-96.7974139,"Pressbox Grill, 1623 Main Street, Dallas, TX 75201, United States of America",review
r177,Cafe de Khan,Cafe de France,amenity,0,0.667,32.989135,-96.801713,"Cafe de France, Dallas, TX 75252, United States of America",review
r180,Crimson Coward,Crimson Lion Games,amenity,0,0.5,32.8262863,-97.2239748,"Crimson Lion Games, 7410 Boulevard 26, North Richland Hills, TX 76180, United States of America",review
r181,Heatwave Hot Chicken,Adolphus Hotel,amenity,0,0,32.7798272,-96.8000118,"Adolphus Hotel, Commerce Street, Dallas, TX 75226, United States of America",review
r186,Royale Shawarma,Shawarma Press,amenity,0,0.5,32.7872417,-96.798571,"Shawarma Press, Ross Avenue, Dallas, TX 75201, United States of America",review
r191,Halal Fusionz,The Halal Guys,amenity,0,0.5,32.9426643,-96.7436057,"The Halal Guys, 746 South Central Expressway, Richardson, TX 75080, United States of America",review
r192,Ehsan Burger,Burger King,amenity,0,0.5,32.808719,-96.773873,"Burger King, 5119 Ross Avenue, Dallas, TX 75206-7708, United States of America",review
r194,Downtown Shawarma & Gyro,Gyro Rice & Spice,amenity,0,0.333,32.9093394,-96.7737552,"Gyro Rice & Spice, 7722 Forest Lane, Dallas, TX 75251, United States of America",review
r200,Farida's Kitchen,Sun's Kitchen,amenity,0,0.667,32.9602936,-96.7125486,"Sun's Kitchen, 800 East Arapaho Road, Richardson, TX 75081, United States of America",review
r202,Food Paradise - Restaurant,Food Mart,amenity,0,0.5,32.888025,-96.770515,"Food Mart, 10405 North Central Expressway, Dallas, TX 75230, United States of America",review
r204,Hangry Joe's Hot Chicken & Wings,Sport Wings,amenity,0,0.5,32.988164,-96.8409014,"Sport Wings, 17610 Midway Road, Dallas, TX 75287, United States of America",review
r210,Kafi BBQ,Crossbuck BBQ,amenity,0,0.5,32.9393005,-96.8337371,"Crossbuck BBQ, 4400 Spring Valley Road, Farmers Branch, TX 75240, United States of America",review
r212,Tikka Bowls And Tacos,Papi's Tacos and More,amenity,0,0.5,32.7203086,-97.4420744,"Papi's Tacos and More, 3520 Alta Mere Drive, Fort Worth, TX 76116, United States of America",review
r213,LaPerle Restaurant & Bar,Baron Drive,street,0,0,32.712278,-96.616387,"Baron Drive, Balch Springs, TX 75180, United States of America",review
r214,Holy Burger Dallas,Burger King,amenity,0,0.5,32.808719,-96.773873,"Burger King, 5119 Ross Avenue, Dallas, TX 75206-7708, United States of America",review
r217,Pita Town,Pak-A-Pocket Pita Sandwiches,amenity,0,0.5,32.6952747,-97.4128175,"Pak-A-Pocket Pita Sandwiches, 5512 Bellaire Drive South, Fort Worth, TX 76109, United States of America",review
r218,Aladdin Cafe,Cafe Brazil,amenity,0,0.5,32.7849655,-96.7830206,"Cafe Brazil, 2815 Elm Street, Dallas, TX 75226, United States of America",review
r221,Lammie Q BBQ,Cousin’s BBQ,amenity,0,0.333,32.9029354,-97.0444394,"Cousin’s BBQ, 2141 Terminal B, Dallas, TX 75261, United States of America",review
r222,Sheesh Eatery & Lounge,Draft Sports Bar & Lounge,amenity,0,0.333,32.784721,-96.794454,"Draft Sports Bar & Lounge, Dallas, TX 75201, United States of America",review
r224,Incredible Burger,Burger King,amenity,0,0.5,32.808719,-96.773873,"Burger King, 5119 Ross Avenue, Dallas, TX 75206-7708, United States of America",review
r225,Sizzling Spices,Spices of India Kitchen,amenity,0,0.5,32.8012466,-96.9364383,"Spices of India Kitchen, 833 East Shady Grove Road, Irving, TX 75060, United States of America",review
r229,Pita Shawarma Mediterranean Restaurant & Coffee,Coffee Road,street,0,0.5,32.425935,-96.699411,"Coffee Road, Ellis County, TX 75152, United States of America",review
r244,AJ's Hot Chicken,AJ’s On Main,amenity,0,0.5,32.934505,-97.0781957,"AJ’s On Main, 651 South Main Street, Grapevine, TX 76051, United States of America",review
r245,The Monk's Irving,The Highlands School,amenity,0,0.333,32.848439,-96.930089,"The Highlands School, Irving, TX 75062, United States of America",review
r246,Chai Wallah,Hold My Chai,amenity,0,0.5,33.1209502,-96.7499616,"Hold My Chai, 5266 Independence Parkway, Frisco, TX 75035, United States of America",review
r247,Hadramout Restaurant,Avila's Restaurant,amenity,0,0.5,32.8142333,-96.8254891,"Avila's Restaurant, 4714 Maple Avenue, Dallas, TX 75219, United States of America",review
r248,Hadramout restaurant,Avila's Restaurant,amenity,0,0.5,32.8142333,-96.8254891,"Avila's Restaurant, 4714 Maple Avenue, Dallas, TX 75219, United States of America",review
r250,Smokin' Grill,Pressbox Grill,amenity,0,0.5,32.7816508,-96.7974139,"Pressbox Grill, 1623 Main Street, Dallas, TX 75201, United States of America",review
r251,Ocha Thai & Asian Fusion,Asian Gifts & Videos,amenity,0,0.333,32.709286,-97.080867,"Asian Gifts & Videos, Arlington, TX 76014, United States of America",review
r255,King Kong Boba Tea & Smoothie,Smoothie King,amenity,0,1,32.8514028,-96.8216649,"Smoothie King, 5235 West Lovers Lane, Dallas, TX 75209, United States of America",review
r260,DFW KABAB & GYRO,Gyro Rice & Spice,amenity,0,0.333,32.9093394,-96.7737552,"Gyro Rice & Spice, 7722 Forest Lane, Dallas, TX 75251, United States of America",review
r263,Shawarma KING,Shawarma Press,amenity,0,0.5,32.7872417,-96.798571,"Shawarma Press, Ross Avenue, Dallas, TX 75201, United States of America",review
r264,Indo-Pak Kitchen Grill,Red Hot Indo Chinese & Indian Kitchen,amenity,0,0.5,32.9429372,-96.7432742,"Red Hot Indo Chinese & Indian Kitchen, 744 South Central Expressway, Richardson, TX 75080, United States of America",review
r265,L'AQUA,Aqua Drive,street,0,0.5,32.8511553,-96.7126299,"Aqua Drive, Dallas, TX 75218, United States of America",review
r266,Beirut grill Arlington,Genghis Grill,amenity,0,0.5,32.6795561,-97.1070857,"Genghis Grill, Partners Way, Arlington Highlands, Arlington, TX 76015, United States of America",review
r267,Pizza Stop,Serious Pizza,amenity,0,0.5,32.7849172,-96.7833572,"Serious Pizza, 2807 Elm Street, Dallas, TX 75226, United States of America",review
r268,Amoré Lounge Cafe & Hookah,Jasmine Cafe & Hookah Lounge,amenity,0,0.75,32.9491904,-96.7312188,"Jasmine Cafe & Hookah Lounge, 107 East Main Street, Richardson, TX 75081, United States of America",review
r272,BBQ KING EXPRESS PLANO,Fatni BBQ,amenity,0,0.5,33.0298597,-96.770934,"Fatni BBQ, Coit Road, Plano, TX 75023, United States of America",review
r273,Texas King,Texas Star,amenity,0,0.5,32.7767789,-96.7592667,"Texas Star, Martin Luther King Boulevard, Dallas, TX 75210, United States of America",review
r275,Frisco Smokehouse,Skyhaus Frisco,amenity,0,0.5,33.115972,-96.8275937,"Skyhaus Frisco, John Hickman Parkway, Frisco, TX 75034, United States of America",review
r276,BBQ KING,Crossbuck BBQ,amenity,0,0.5,32.9393005,-96.8337371,"Crossbuck BBQ, 4400 Spring Valley Road, Farmers Branch, TX 75240, United States of America",review
r279,Arabica Restaurant,Avila's Restaurant,amenity,0,0.5,32.8142333,-96.8254891,"Avila's Restaurant, 4714 Maple Avenue, Dallas, TX 75219, United States of America",review
r280,Lima Taverna,Lima Street,street,0,0.5,32.62889,-96.841812,"Lima Street, Dallas County, TX 75232, United States of America",review
r283,Oasis Bakery And Cafe,Cafe Salsera,amenity,0,0.5,32.7839633,-96.7860746,"Cafe Salsera, 2610 Elm Street, Dallas, TX 75226, United States of America",review
r286,Rose Mediterranean Cuisine,Smoky Rose,amenity,0,0.5,32.823049,-96.7143569,"Smoky Rose, 8602 Garland Road, Dallas, TX 75218, United States of America",review
r288,SauceBros Pizza,Serious Pizza,amenity,0,0.5,32.7849172,-96.7833572,"Serious Pizza, 2807 Elm Street, Dallas, TX 75226, United States of America",review
r291,Bagelology Bagels & Coffee,Pax & Beneficia Coffee,amenity,0,0.333,32.7917294,-96.8085046,"Pax & Beneficia Coffee, Payne Street, Dallas, TX 75201, United States of America",review
r301,Madurai Mes,Madurai Thattu Kadai,amenity,0,0.5,33.0579489,-96.7691666,"Madurai Thattu Kadai, West Spring Creek Parkway, Plano, TX 75023, United States of America",review
r302,Closed MoMo Plano,Everest Momo,amenity,0,0.5,32.8522473,-97.0732491,"Everest Momo, 699 East Harwood Road, Euless, TX 76039, United States of America",review
r303,Pizza's Ready,Adamos Pizzas,amenity,0,0,33.0023862,-96.795134,"Adamos Pizzas, 18484 Preston Road, Dallas, TX 75252, United States of America",review
r306,Aria Mediterranean Grill,Andalous Mediterranean Grill,amenity,0,0.667,32.8971396,-96.9581064,"Andalous Mediterranean Grill, 6450 North MacArthur Boulevard, Irving, TX 75039, United States of America",review
r310,Medina Oven & Bar,Medina Hall,amenity,0,0.5,32.920855,-96.729086,"Medina Hall, Dallas, TX 75243, United States of America",review
r311,Chamberlain's Steak & Fish,Chamberlain's Steak and Chop House,amenity,0,0.75,32.9536787,-96.8147727,"Chamberlain's Steak and Chop House, 5330 Belt Line Road, Addison, TX 75254, United States of America",review
r312,MONDO PIZZA,Piccolo Mondo,amenity,0,0.5,32.76575,-97.09798,"Piccolo Mondo, Arlington, TX, United States of America",review
r315,Angel Touch Kitchen,Angel Chicken Kitchen,amenity,0,0.667,32.9772097,-96.7688565,"Angel Chicken Kitchen, 7632 Campbell Road, Dallas, TX 75248, United States of America",review
r316,Agha Juice,Buda Juice,amenity,0,0.5,32.8376082,-96.7769251,"Buda Juice, 5307 East Mockingbird Lane, Dallas, TX 75206, United States of America",review
r319,Shady Oak Barbeque & Grill,Pressbox Grill,amenity,0,0.5,32.7816508,-96.7974139,"Pressbox Grill, 1623 Main Street, Dallas, TX 75201, United States of America",review
r322,Taste of India,Taste of Asia,amenity,0,0.667,33.002449,-96.97872,"Taste of Asia, Lewisville, TX 75019, United States of America",review
r334,King Restaurant,Avila's Restaurant,amenity,0,0.5,32.8142333,-96.8254891,"Avila's Restaurant, 4714 Maple Avenue, Dallas, TX 75219, United States of America",review
r342,Signature Cuisine and Reception,Zato Thai Cuisine and Sushi Bar,amenity,0,0.5,33.0086708,-96.7960372,"Zato Thai Cuisine and Sushi Bar, 19129 Preston Road, Dallas, TX 75252, United States of America",review
r344,BAZARIA | GELATO & FROZEN YOGURT,Tifa Chocolate & Gelato,amenity,0,0.333,32.8757448,-97.1031812,"Tifa Chocolate & Gelato, 1300 Red River Drive, Euless, TX 76039, United States of America",review
r346,FAR EAST PIZZA CO,Gino's East Chicago Pizza,amenity,0,0.5,32.758747,-97.090224,"Gino's East Chicago Pizza, Arlington, TX 76011, United States of America",review
r354,Spice Wok Dallas,Southern Spice,amenity,0,0.5,32.8963421,-96.961094,"Southern Spice, West Royal Lane, Irving, TX 75063, United States of America",review
r362,Yafa Mediterranean Grill,Andalous Mediterranean Grill,amenity,0,0.667,32.8971396,-96.9581064,"Andalous Mediterranean Grill, 6450 North MacArthur Boulevard, Irving, TX 75039, United States of America",review
r363,Aladdin Mediterranean Café,Aladdin Restaurant,amenity,0,0.5,32.717154,-97.114257,"Aladdin Restaurant, Arlington, TX 76010, United States of America",review
r364,Nish! Mediterranean Grill,Andalous Mediterranean Grill,amenity,0,0.667,32.8971396,-96.9581064,"Andalous Mediterranean Grill, 6450 North MacArthur Boulevard, Irving, TX 75039, United States of America",review
r365,Hot & Spicy,Primo Tacos & Hot Dogs,amenity,0,0.5,32.7822768,-96.7997129,"Primo Tacos & Hot Dogs, 300 North Akard Street, Dallas, TX 75201, United States of America",review
r366,Masala Wok Indian + Asian Fare,Masala Wok,amenity,0,1,32.9790972,-96.7648144,"Masala Wok, 1310 West Campbell Road, Richardson, TX 75080, United States of America",review
r367,Al Hamra Restaurant,Al-Amir Lebanese Restaurant and Club,amenity,0,0.667,32.9535301,-96.849844,"Al-Amir Lebanese Restaurant and Club, 3885 Belt Line Road, Addison, TX 75001, United States of America",review
r368,Texas King Plano,Bank of Texas,amenity,0,0.333,33.0032203,-96.7670906,"Bank of Texas, Mapleshade Lane, Plano, TX 75252, United States of America",review
r369,"Bawarchi Indian Cuisine - Irving,TX",Sigree Indian Cuisine,amenity,0,0.667,32.954792,-96.839975,"Sigree Indian Cuisine, Addison, TX 75001, United States of America",review
r372,Earls Kitchen + Bar,Earls,amenity,0,1,33.0793368,-96.8265149,"Earls, Worth Street, Plano, TX 79093, United States of America",review
r378,INDIA IMPORTS,India Palace,amenity,0,0.5,32.9232816,-96.8044194,"India Palace, 12817 Preston Road, Dallas, TX 75230, United States of America",review
r380,Tandoori Pizza & Grill,Lovers Pizza Pasta & Grill,amenity,0,0.667,32.841318,-96.6923017,"Lovers Pizza Pasta & Grill, 10302 Garland Road, Dallas, TX 75218, United States of America",review
r382,Swadeshi Plaza Of Frisco,Walnut Plaza Veterinary Hospital,amenity,0,0.25,32.9557511,-96.8891363,"Walnut Plaza Veterinary Hospital, 1910 Walnut Plaza, Carrollton, TX 75006, United States of America",review
r384,BBQ King Express & Pizzeria,Holiday Inn Express & Suites,amenity,0,0.25,32.7640786,-96.8935274,"Holiday Inn Express & Suites, 4321 Communications Drive, Dallas, TX 75211, United States of America",review
r386,Peri Peri Original,Original ChopShop,amenity,0,0.5,32.8440147,-96.7873852,"Original ChopShop, 6401 Hillcrest Avenue, University Park, TX 75205, United States of America",review
r387,2Taste BBQ and Kebab,Bombay Grocery and Kebab Corner,amenity,0,0.5,32.8522468,-97.0733688,"Bombay Grocery and Kebab Corner, 699 East Harwood Road, Euless, TX 76039, United States of America",review
r388,Chop House Gyro - Dallas,Chop House Burger,amenity,0,0.667,32.7807383,-96.79944,"Chop House Burger, 1501 Main Street, Dallas, TX 75202, United States of America",review
r392,Royal Chopstix Irving,Royal Crossing,street,0,0.5,32.920546,-96.998639,"Royal Crossing, Irving, TX 75063, United States of America",review
r393,Kwality carrollton,Kwality Ice Cream & Bakery,amenity,0,0.5,32.9239364,-96.9537447,"Kwality Ice Cream & Bakery, 8600 North MacArthur Boulevard, Irving, TX 75063, United States of America",review
r394,Mai Colachi,Mai Avenue,street,0,0.5,32.621202,-96.87901,"Mai Avenue, Desoto, TX 75115, United States of America",review
r395,Jimmy's Restaurant & Catering,Lyzette's Catering,amenity,0,0.667,32.7587682,-97.250096,"Lyzette's Catering, 4817 Brentwood Stair Road, Fort Worth, TX 76103, United States of America",review
r400,Food paradise,Ly Food oriental food and Market,amenity,0,0.5,32.7190043,-96.8923755,"Ly Food oriental food and Market, 4440 West Illinois Avenue, Dallas, TX 75211, United States of America",review
r408,Terra Mediterranean,Terra Lago,amenity,0,0.5,32.923322,-96.50816,"Terra Lago, Dallas, TX 75089, United States of America",review
r409,Lime N Dime,Gipsy Lime,amenity,0,0.5,32.924948,-96.991205,"Gipsy Lime, Irving, TX 75063, United States of America",review
r413,Padma's Kitchen,Sun's Kitchen,amenity,0,0.667,32.9602936,-96.7125486,"Sun's Kitchen, 800 East Arapaho Road, Richardson, TX 75081, United States of America",review
r415,Sofra Kebab House,House of Biryani & Kebab,amenity,0,0.667,33.1536078,-96.803859,"House of Biryani & Kebab, 9101 Preston Road, Frisco, TX 75035, United States of America",review
r416,Fadia's Deli and Bakery,Corner Bakery,amenity,0,0.5,32.8671885,-96.7727872,"Corner Bakery, 8687 North Central Expressway, Dallas, TX 75225, United States of America",review
r423,Shalimar Supermarket Cafe,Indopak Supermarket & Cafe,amenity,0,0.667,33.057242,-96.7319154,"Indopak Supermarket & Cafe, 2060 West Spring Creek Parkway, Plano, TX 75023, United States of America",review
r424,Texas Grill and Pizza,Serious Pizza,amenity,0,0.5,32.7849172,-96.7833572,"Serious Pizza, 2807 Elm Street, Dallas, TX 75226, United States of America",review
r425,Dallas Kabob House,Hyatt House Dallas/Uptown,amenity,0,0.667,32.794827,-96.810112,"Hyatt House Dallas/Uptown, 2914 Harry Hines Boulevard, Dallas, TX 75201, United States of America",review
r426,Crescent Moon,Hotel Crescent Court,amenity,0,0.5,32.7941483,-96.8041997,"Hotel Crescent Court, 400 Crescent Court, Dallas, TX 75201, United States of America",review
r427,Halal Mother Truckers,The Halal Guys,amenity,0,0.333,32.9426643,-96.7436057,"The Halal Guys, 746 South Central Expressway, Richardson, TX 75080, United States of America",review
r428,Express Kabob PLATE,Italia Express,amenity,0,0.5,32.8111287,-96.8111301,"Italia Express, 4000 Cedar Springs Road, Dallas, TX 75219, United States of America",review
r430,Royal Zabhia Halal Meats & Bakery,Greek Cafe & Bakery,amenity,0,0.333,32.7493407,-96.8280482,"Greek Cafe & Bakery, West Davis Street, Dallas, TX 75211, United States of America",review
r431,SaRiGaMa Indian Supermarket & Halal Meat,Halal Munchies,amenity,0,0.5,32.976044,-96.698923,"Halal Munchies, Richardson, TX 75082, United States of America",review
r432,Deccan Grill Express Plano,Pho Express Noodles & Grill,amenity,0,0.5,32.9533151,-96.8850726,"Pho Express Noodles & Grill, 2012 East Belt Line Road, Carrollton, TX 75006, United States of America",review
r433,Roma's Pizza And Grill,Vitto's Pizza & Grill,amenity,0,0.75,32.929775,-96.660808,"Vitto's Pizza & Grill, 2210 W Buckingham Rd, Garland, TX 75042, United States of America",review
r434,Halal grills,The Halal Guys,amenity,0,0.5,32.9426643,-96.7436057,"The Halal Guys, 746 South Central Expressway, Richardson, TX 75080, United States of America",review
r436,TIKKA KING,Burger King,amenity,0,0.5,32.808719,-96.773873,"Burger King, 5119 Ross Avenue, Dallas, TX 75206-7708, United States of America",review
r437,Salt N Pepper,Attic Salt,amenity,0,0.5,32.9664914,-97.0418129,"Attic Salt, 3000 Grapevine Mills Parkway, Grapevine, TX 76051, United States of America",review
r439,Shawarma World,Shawarma Press,amenity,0,0.5,32.7872417,-96.798571,"Shawarma Press, Ross Avenue, Dallas, TX 75201, United States of America",review
r445,OUZI MEDITERRANEAN GRILL,Andalous Mediterranean Grill,amenity,0,0.667,32.8971396,-96.9581064,"Andalous Mediterranean Grill, 6450 North MacArthur Boulevard, Irving, TX 75039, United States of America",review
r447,"Hello! India ( Cafe, Banquet & Halal Meat)",Hello Dumpling,amenity,0,0.5,32.8396,-96.696823,"Hello Dumpling, Dallas, TX 75218, United States of America",review
r449,Deccan Grill Frisco,Roti Grill,amenity,0,0.5,33.1083094,-96.8270006,"Roti Grill, 3675 Gaylord Parkway, Dallas Cowboys & Frisco Multi Event Center, Frisco, TX 75034, United States of America",review
r454,WAVA HALAL GRILL,MADINA HALAL GRILL,amenity,0,0.667,32.9487442,-96.7312207,"MADINA HALAL GRILL, 114 East Main Street, Richardson, TX 75081, United States of America",review
r460,Flaming Skewer,Flaming Burger,amenity,0,0.5,32.8484197,-96.6863474,"Flaming Burger, Lochwood Boulevard, Dallas, TX 75218, United States of America",review
r464,Giovanni's Mediterranean Grill,Ardy's Mediterranean Grill,amenity,0,0.75,32.9618042,-96.8261066,"Ardy's Mediterranean Grill, 15615 Quorum Drive, Addison, TX 75001, United States of America",review
r469,Dream Kabob House,Texas Kabob House,amenity,0,0.667,33.095567,-96.803375,"Texas Kabob House, Plano, TX 75024, United States of America",review
r470,Wave Bowl,Cotton Bowl Plaza,street,0,0.5,32.778593,-96.761076,"Cotton Bowl Plaza, Dallas, TX 75210, United States of America",review
r474,Punjabi junction,Junction Street,street,0,0.5,32.769433,-96.739716,"Junction Street, Dallas, TX 75210, United States of America",review
r475,Cafe Istanbul,Cafe Brazil,amenity,0,0.5,32.7849655,-96.7830206,"Cafe Brazil, 2815 Elm Street, Dallas, TX 75226, United States of America",review
r477,Ariana Kebabs Bar & Grill,Pressbox Grill,amenity,0,0.5,32.7816508,-96.7974139,"Pressbox Grill, 1623 Main Street, Dallas, TX 75201, United States of America",review
r480,Phat Bae (Formerly - Bae's Kitchen),Giao Hoi Phat Giao Hoa Hao,amenity,0,0.2,32.78919,-96.76599,"Giao Hoi Phat Giao Hoa Hao, Mill Creek, Dallas, TX, United States of America",review
r481,ZaTaR Mediterranean - Harvest Hall,Roti Mediterranean,amenity,0,0.5,32.7914012,-96.80429,"Roti Mediterranean, 2355 Olive Street, Dallas, TX 75201, United States of America",review
r482,Sky Creek Kitchen and Bar,Baron Drive,street,0,0,32.712278,-96.616387,"Baron Drive, Balch Springs, TX 75180, United States of America",review
r489,Fratello Pizza & Doner Kebab,Chicago Pizza,amenity,0,0.5,32.7690173,-97.0963316,"Chicago Pizza, 2141 North Collins Street, Arlington, TX 76011, United States of America",review
r491,Al Baghdady | Bakery and Cafe,Cafe Salsera,amenity,0,0.5,32.7839633,-96.7860746,"Cafe Salsera, 2610 Elm Street, Dallas, TX 75226, United States of America",review
r493,Afrah Mediterranean Restaurant,Sahara Mediterranean Restaurant,amenity,0,0.667,32.9331415,-96.8138688,"Sahara Mediterranean Restaurant, 112 Alpha Road, Dallas, TX 75240, United States of America",review
r494,Kasra Restaurant | Persian Cuisine,Terrace Restaurant,amenity,0,0.5,32.821125,-96.718683,"Terrace Restaurant, Dallas, TX 75218, United States of America",review
r495,Bilad Restaurant and Bakery,Corner Bakery,amenity,0,0.5,32.8671885,-96.7727872,"Corner Bakery, 8687 North Central Expressway, Dallas, TX 75225, United States of America",review
r498,Jasmine Market & Cafe,Jasmine Cafe & Hookah Lounge,amenity,0,0.667,32.9491904,-96.7312188,"Jasmine Cafe & Hookah Lounge, 107 East Main Street, Richardson, TX 75081, United States of America",review
r499,Sara's Market & Bakery,EatZi's Market and Bakery,amenity,0,0.75,33.045805,-96.827956,"EatZi's Market and Bakery, Plano, TX 79093, United States of America",review
r500,Meerut Kabob House,Texas Kabob House,amenity,0,0.667,33.095567,-96.803375,"Texas Kabob House, Plano, TX 75024, United States of America",review
r502,AL Kabob Grill & Cafe,Cafe Salsera,amenity,0,0.5,32.7839633,-96.7860746,"Cafe Salsera, 2610 Elm Street, Dallas, TX 75226, United States of America",review
r503,Jungle Burger,Burger King,amenity,0,0.5,32.808719,-96.773873,"Burger King, 5119 Ross Avenue, Dallas, TX 75206-7708, United States of America",review
r505,Blue Olive Grill,Blue Sushi Sake Grill,amenity,0,0.667,32.881279,-96.7729239,"Blue Sushi Sake Grill, 7859 Walnut Hill Lane, Dallas, TX 75230, United States of America",review
r506,Halal Cuts Taco Restaurant and Meat Shop,Michoacana Meat Market,amenity,0,0.333,32.7219127,-97.0965667,"Michoacana Meat Market, 923 East Park Row Drive, Arlington, TX 76010, United States of America",review
r508,Sultani Grill & Burgers,Wayback Burgers,amenity,0,0.5,32.8966855,-96.9393321,"Wayback Burgers, 6421 Riverside Drive, Irving, TX 75039, United States of America",review
r509,Hello! India,Hello Dumpling,amenity,0,0.5,32.8396,-96.696823,"Hello Dumpling, Dallas, TX 75218, United States of America",review
r510,Pista House,Sapa House,amenity,0,0.5,32.7814205,-96.7973562,"Sapa House, 1623 Main Street, Dallas, TX 75201, United States of America",review
r514,Swadeshi Plaza,Walnut Plaza Veterinary Hospital,amenity,0,0.5,32.9557511,-96.8891363,"Walnut Plaza Veterinary Hospital, 1910 Walnut Plaza, Carrollton, TX 75006, United States of America",review
r516,Biryani Bistro,Sky Blossom Bistro,amenity,0,0.5,32.7812546,-96.7988747,"Sky Blossom Bistro, 1514 Elm Street, Dallas, TX 75201, United States of America",review
r517,Swagath Biryanis Indian Cuisine,Swagath Birynais,amenity,0,0.5,32.9238742,-96.9536201,"Swagath Birynais, 8600 North MacArthur Boulevard, Irving, TX 75063, United States of America",review
r518,Beba BBQ (ZABIHA HALAL),Crossbuck BBQ,amenity,0,0.5,32.9393005,-96.8337371,"Crossbuck BBQ, 4400 Spring Valley Road, Farmers Branch, TX 75240, United States of America",review
r519,Breezeway Cafe,TCC | SE07 / Breezeway,amenity,0,0.5,32.6380085,-97.0716019,"TCC | SE07 / Breezeway, TCC SE Track, Arlington, TX 76002, United States of America",review
r520,Valentino's NY Pizza & Grill,Vitto's Pizza & Grill,amenity,0,0.75,32.929775,-96.660808,"Vitto's Pizza & Grill, 2210 W Buckingham Rd, Garland, TX 75042, United States of America",review
r521,Chandni Chowk Grill & Ice Cream,Tastee Ice,amenity,0,0.5,32.7366645,-96.995288,"Tastee Ice, 829 South Belt Line Road, Grand Prairie, TX 75051, United States of America",review
r522,Al Markaz Groceries And Restaurant,Butchers and Restaurant,amenity,0,0.667,32.7094014,-97.4000345,"Butchers and Restaurant, 5212 Marathon Avenue, Fort Worth, TX 76109, United States of America",review
r523,Krispy Krunchy Chicken HALAL,Krispy Kreme,amenity,0,0.5,32.849628,-96.769436,"Krispy Kreme, Dallas, TX 75214, United States of America",review
r524,Dera Grill,Pressbox Grill,amenity,0,0.5,32.7816508,-96.7974139,"Pressbox Grill, 1623 Main Street, Dallas, TX 75201, United States of America",review
r526,Milano halal Pizza,Dorfman Milano,amenity,0,0.5,32.91176,-96.608306,"Dorfman Milano, 1565 TX-66, Garland, TX 75040, United States of America",review
r529,Samosa Hut & Grill,Shivas Bar & Grill,amenity,0,0.333,32.7828288,-96.804366,"Shivas Bar & Grill, 1001 Ross Avenue, Dallas, TX 75202, United States of America",review
r531,Chop House Gyro Arlington,Chop House Burger,amenity,0,0.667,32.7807383,-96.79944,"Chop House Burger, 1501 Main Street, Dallas, TX 75202, United States of America",review
r532,TEXAS KING Restaurant & Meat,Michoacana Meat Market,amenity,0,0.333,32.7219127,-97.0965667,"Michoacana Meat Market, 923 East Park Row Drive, Arlington, TX 76010, United States of America",review
r533,Istanbul Grill & Bar,Baron Drive,street,0,0,32.712278,-96.616387,"Baron Drive, Balch Springs, TX 75180, United States of America",review
r534,A Gyro & Kabob Grill,Tarboosh Gyro & Grill,amenity,0,0.667,32.9751681,-96.6982889,"Tarboosh Gyro & Grill, East Campbell Road, Richardson, TX 75081, United States of America",review
r535,Sona Restaurant And Grocery,McNab Grocery,amenity,0,0.5,32.79775,-96.8015,"McNab Grocery, Boll Street, Dallas, TX 75204, United States of America",review
r536,Alwadi Cafe,Cafe Salsera,amenity,0,0.5,32.7839633,-96.7860746,"Cafe Salsera, 2610 Elm Street, Dallas, TX 75226, United States of America",review
r538,Gyros Paradise Wing & Grill,Gyros,amenity,0,1,32.8437749,-97.2011936,"Gyros, Grapevine Highway, North Richland Hills, TX 76180, United States of America",review
r540,Spice 6,Southern Spice,amenity,0,0.5,32.8963421,-96.961094,"Southern Spice, West Royal Lane, Irving, TX 75063, United States of America",review
r542,Cafe Madina,Cafe Brazil,amenity,0,0.5,32.7849655,-96.7830206,"Cafe Brazil, 2815 Elm Street, Dallas, TX 75226, United States of America",review
r543,Pink Beet Cafe & Juice Bar,Juice Bar,amenity,0,1,32.8706725,-96.7690774,"Juice Bar, 8018 Park Lane North, Dallas, TX 75231, United States of America",review
r548,Tucker's Grill & Taqueria,Taqueria Taxco,amenity,0,0.5,32.8030271,-96.7117747,"Taqueria Taxco, 8092 Ferguson Road, Dallas, TX 75228, United States of America",review
r550,Nora Bar and Grill,Pressbox Grill,amenity,0,0.5,32.7816508,-96.7974139,"Pressbox Grill, 1623 Main Street, Dallas, TX 75201, United States of America",review
